#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
kof95;킹 오브 파이터즈 '95;MAME;0;1995;SNK;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
kof96;킹 오브 파이터즈 '96;MAME;0;1996;SNK;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
kof97;킹 오브 파이터즈 '97;MAME;0;1997;SNK;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
kof98;킹 오브 파이터즈 '98 ;MAME;0;1998;SNK;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
kof99;킹 오브 파이터즈 '99 ;MAME;0;1999;SNK;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
daraku;타락천사;MAME;0;1998;Psikyo;VS Fighting;2;0;Joystick (8-way);good;1;raster;0;0;0;4
truxton;타수진;MAME;0;1989;Toaplan;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
truxton2;타수진 2;MAME;0;1992;Toaplan;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
tigeroad;타이거 로드;MAME;0;1987;Capcom;Action;2;270;Joystick (8-way);good;1;raster;0;0;0;2
tigerh;타이거 헬리;MAME;0;1985;Taito;Action;1;90;Joystick (8-way);good;;;;;;
timecris;타임 크라이시스;MAME;0;1995;Namco;Gun Shooting;2;;;;;;;;;
timeplt;타임 파일럿;MAME;0;1982;Konami;Shooting;2;90;Joystick (8-way);good;1;raster;0;0;0;1
feversos;탄총 피버론;MAME;0;1998;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
tantrkor;탄트알;MAME;tantr;1993;SEGA;Puzzle;2;0;Joystick (8-way);good;1;raster;0;0;0;1
pow;탈옥 P.O.W;MAME;0;1988;SNK;Arcade;2;;;;;;;;;
tophuntr;탑헌터 - 로디 & 케시;MAME;0;1994;SNK;Action;2;270;Joystick (8-way);good;1;raster;neogeo;0;0;3
tankbatt;탱크 바탈리안;MAME;0;1980;Namco;Shooting;2;90;Joystick (4-way);imperfect;1;raster;0;0;0;1
tankfrce;탱크 포스;MAME;0;1991;Namco;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;3
tumblep;텀블 팝;MAME;0;1991;data east;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
terracre;테라 크레스타 / 독수리 오형제;MAME;0;1985;Nichibutsu;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;2
tharrier;테스크 포스 해리어;MAME;0;1989;UPL;Shooting;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;2
twcup98;테크모 월드컵 축구 98;MAME;0;1998;tecmo;Sports;4;0;Joystick (8-way);imperfect;1;raster;stvbios;0;0;4
atetris;테트리스;MAME;0;1988;Atari;Puzzle;2;0;Joystick (3 (half4)-way);good;1;raster;0;0;0;1
tengai;텐가이 / 사무라이 에이스 2 / 전국 블레이드;MAME;0;1996;Psikyo;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;3
tenkomor;텐코모리 슈팅;MAME;0;1998;Namco;Shooting;;;;;;;;;;
elandore;투룡전설 엘란도르;MAME;0;1998;Sai Mate;VS Fighting;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;6
ts2;투신전 2;PSXmame;0;1995;Capcom;VS Fighting;;;;;;;cpzn2;;;
trackfld;트랙 앤 필드 / 올림픽;MAME;0;1983;Konami;Sports;4;0;0;good;1;raster;0;0;0;3
trojan;트로잔;MAME;0;1986;Capcom;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
triothep;트리오 더 펀치 - 나를 잊지 마세요.;MAME;0;1989;Data east;Action;1;;;;;;;;;
twinspri;트윙클 스프라이트;MAME;0;1996;ADK;Shooting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
hidctch3;틀린그림찾기 3;MAME;0;2000;Eolith;Puzzle;2;;;;;;;;;
parodius;파로디우스다!!;MAME;0;1990;Konami;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;3
pspikes;파워 스파이크;MAME;0;1991;Video system;Sports;2;0;Joystick (8-way);good;1;raster;;0;0;4
pspikes2;파워 스파이크 II;MAME;0;1994;Video system;Sports;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
finalb;파이널 블로우;MAME;0;1988;Taito Corporation Japan;Sports;;;;;;;;0;0;4
fstarfrc;파이널 스타포스;MAME;0;1992;Capcom;Shooting;;;;;;;;0;0;4
ffight;파이널 파이트;MAME;0;1989;Capcom;Arcade;2;0;Joystick (8-way);good;1;raster;cps1;0;0;3
ffreveng;파이널 파이트 리벤지;MAME;0;1999;Capcom;VS Fighting;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;4
fireshrk;파이어 샤크 / 교!교!교!;MAME;0;1990;Toaplan;Shooting;;;;;;;;;;
karnovr;파이터즈 히스토리 다이너마이트 / 카르노브의 복수;MAME;;1994;Data east;VS Fighting;2;0;Joystick (8-way),dial;good;1;raster;neogeo;0;0;4
fgtlayer;파이팅 레이어;PSXmame;0;1998;Namco;VS Fighting;;;;;;;cpzn2;;;
pipedrm;파이프 드림;MAME;0;1990;Video system;Puzzle;2;0;Joystick (8-way);good;1;raster;0;0;0;2
fantzn2x;판타지 존 2 - 오파오파의 눈물;MAME;0;1988;SEGA;Shooting;;;;;;;;;;
pacmania;팩매니아;MAME;0;1987;Namco;Puzzle;1;;;;;;;;;
pacman;팩맨;MAME;puckman;1980;Namco;Classic;2;90;Joystick (4-way);good;1;raster;puckman;0;0;0
punisher;퍼니셔;MAME;0;1993;Capcom;Arcade;2;0;Joystick (8-way);good;1;raster;cps1;0;0;2
puzzloop;퍼즈루프;MAME;0;1998;Mitchell;Puzzle;2;0;Joystick (8-way),dial;imperfect;1;raster;skns;0;0;2
pzloop2;퍼즈루프 2;MAME;0;2001;Mitchell;Puzzle;;;;;;;;0;0;4
mushitam;퍼즐 벌레공주;MAME;0;2005;Cave;Puzzle;2;;;;;;;;;
pbobble;퍼즐보블 1;MAME;0;1994;Taito;Puzzle;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
pbobbl2n;퍼즐보블 2;MAME;0;1999;Taito;Puzzle;;;;;;;neogeo;;;
pbobble3;퍼즐보블 3;MAME;0;1996;Taito;Puzzle;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
pbobble4;퍼즐보블 4;MAME;0;1997;Taito;Puzzle;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
flstory;페어리랜드 스토리;MAME;0;1985;Taito;Action;2;180;Joystick (2-way);imperfect;1;raster;0;0;0;2
phelios;펠리오스;MAME;0;1989;Namco;Shooting;;90;Joystick (8-way);;;;;;;
penbros;펭귄 브라더스;MAME;0;2000;서브지노;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
pkunwar;펭귄워즈;MAME;0;1985;UPL;Sports;2;0;Joystick (2-way);good;1;raster;0;0;0;1
formatz;포메이션 Z;MAME;0;1984;Jaleco;Shooting;1;;;;;;;;;
ptblank;포인트 블랭크;MAME;0;1998;Namco;Gun Shooting;;;;;;;;;;
ptblank2;포인트 블랭크 2;MAME;0;1999;Namco;Gun Shooting;;;;;;;;;;
#ptblank3;포인트 블랭크 3;MAME;0;2000;Namco;Gun Shooting;;;;;;;;;;
forgottn;포카튼 월드;MAME;0;1988;Capcom;Shooting;2;;;;;;;0;0;4
pcktgal2;포켓걸 2;MAME;0;1989;data east;Sports adult;2;0;joystick (8-way);;;;;;;
photoy2k;포토 Y2K;MAME;0;1999;IGS;Puzzle;4;;;;;;;;;
puchicar;푸치캐롯;MAME;0;1997;Taito;Puzzle;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
kizuna;풍운 슈퍼 태그배틀 / 키즈나 인카운터- 슈퍼 태그배틀 / 세비지 레인 2;MAME;0;1996;SNK;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
progear;프로기어의 폭풍;MAME;0;2001;Capcom;Shooting;2;0;Joystick (8-way);good;1;raster;cps2;0;0;3
pulirula;프리루라;MAME;0;1991;Taito Corporation Japan;Arcade;2;0;Joystick (8-way);good;1;raster;0;0;0;3
flashgal;플래시 갈 / 원더우먼;MAME;0;1985;SEGA;Action;1;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;2
flicky;플릭키;MAME;0;1984;SEGA;Action;2;0;Joystick (2-way);good;1;raster;0;0;0;1
pitfight;피트 파이터;MAME;0;1990;Atari Games;VS Fighting;2;;;;;;;0;0;4
pinkswts;핑크 스위츠 이바라 그 후;MAME;0;2006;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;4
#hotd;하우스 오브 데드;MAME;0;1997;SEGA;Gun Shooting;2;0;Joystick (8-way);preliminary;1;raster;0;0;0;4
#hotd2;하우스 오브 데드 2;MAME;0;1999;SEGA;Gun Shooting;2;0;lightgun;preliminary;1;raster;hod2bios;0;0;2
hyprduel;하이퍼 듀얼;MAME;0;1993;Technosoft;Shooting;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;4
hyperbbck;하이퍼 비시바시;MAME;hyperbbc;1998;Konami;Puzzle;3;0;;good;1;;;;;
hsf2;하이퍼 스트리트 파이터 2 기념판;MAME;0;2004;Capcom;VS Fighting;2;0;Joystick (8-way);good;1;raster;cps2;0;0;6
hyperspt;하이퍼 스포츠 / 하이퍼 올림픽 '84;MAME;0;1984;Konami;Sports;2;0;Joystick (8-way),dial;good;1;raster;0;0;0;2
hyperath;하이퍼 애슬릿;PSXmame;0;1996;Konami;Sports;;;;;;;cpzn2;;;
inthunt;해저대전쟁 / 인 더 헌트;MAME;0;1993;Irem;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;2
hangon;행온;MAME;0;1985;SEGA;Racing;1;0;Paddle,pedal;good;1;raster;0;0;0;0
hvnsgate;헤븐즈 게이트;PSXmame;0;1996;Atlus;VS Fighting;2;;;;;;cpzn2;;;
hellfire;헬파이어;MAME;0;1989;Toaplan;Shooting;2;;;;;;;;;
powerins;호혈사일족;MAME;0;1993;Atlus;VS Fighting;2;0;Joystick (8-way);good;;;;;;
pwrinst2;호혈사일족 2;MAME;0;1994;Atlus;VS Fighting;2;0;Joystick (8-way);good;1;raster;0;0;0;4
groovef;호혈사일족 3 - 그루브 온 파이트;MAME;0;1998;Atlus;VS Fighting;2;0;Joystick (8-way);good;;;stvbios;;;
plegends;호혈사일족 외전 - 최강전설 / 파워 인스팅트 레전드;MAME;0;1995;Cave;VS Fighting;2;0;Joystick (8-way);good;1;raster;0;0;0;4
contra;혼두라;MAME;0;1987;Konami;Action;2;90;Joystick (8-way);good;1;raster;0;0;0;2
hanagumi;화조 대전 컬럼스 - 사쿠라 대전;MAME;0;1997;SEGA;Puzzle;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;4
hook;후크;MAME;0;1992;Irem;Arcade;4;0;Joystick (8-way);good;1;raster;0;0;0;2
heuksun;흑선백사;MAME;0;199?;F2 System;Board Game;1;0;;good;1;;;;;
